atc_code5,atc_code4,atc_code3,atc_code2,atc_code1,atc_desc5,atc_desc4,atc_desc3,atc_desc2,atc_desc1
A10AE02,A10AE,A10A,A10,A,insulin (beef),"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE03,A10AE,A10A,A10,A,insulin (pork),"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE04,A10AE,A10A,A10,A,insulin glargine,"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE05,A10AE,A10A,A10,A,insulin detemir,"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE06,A10AE,A10A,A10,A,insulin degludec,"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE30,A10AE,A10A,A10,A,combinations,"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
A10AE56,A10AE,A10A,A10,A,insulin degludec and liraglutide,"Insulins and analogues for injection, long-acting",INSULINS AND ANALOGUES,DRUGS USED IN DIABETES,ALIMENTARY TRACT AND METABOLISM
N05CA01,N05CA,N05C,N05,N,pentobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA02,N05CA,N05C,N05,N,amobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA03,N05CA,N05C,N05,N,butobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA04,N05CA,N05C,N05,N,barbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA05,N05CA,N05C,N05,N,aprobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA06,N05CA,N05C,N05,N,secobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA07,N05CA,N05C,N05,N,talbutal,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA08,N05CA,N05C,N05,N,vinylbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA09,N05CA,N05C,N05,N,vinbarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA10,N05CA,N05C,N05,N,cyclobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA11,N05CA,N05C,N05,N,heptabarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA12,N05CA,N05C,N05,N,reposal,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA15,N05CA,N05C,N05,N,methohexital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA16,N05CA,N05C,N05,N,hexobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA19,N05CA,N05C,N05,N,thiopental,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA20,N05CA,N05C,N05,N,etallobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA21,N05CA,N05C,N05,N,allobarbital,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
N05CA22,N05CA,N05C,N05,N,proxibarbal,"Barbiturates, plain",HYPNOTICS AND SEDATIVES,PSYCHOLEPTICS,NERVOUS SYSTEM
J01DD01,J01DD,J01D,J01,J,cefotaxime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD02,J01DD,J01D,J01,J,ceftazidime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD03,J01DD,J01D,J01,J,cefsulodin,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD04,J01DD,J01D,J01,J,ceftriaxone,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD05,J01DD,J01D,J01,J,cefmenoxime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD06,J01DD,J01D,J01,J,latamoxef,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD07,J01DD,J01D,J01,J,ceftizoxime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD08,J01DD,J01D,J01,J,cefixime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD09,J01DD,J01D,J01,J,cefodizime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD10,J01DD,J01D,J01,J,cefetamet,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
S01XA10,S01XA,S01X,S01,S,inosine,Other ophthalmologicals,OTHER OPHTHALMOLOGICALS,OPHTHALMOLOGICALS,SENSORY ORGANS
J01DD11,J01DD,J01D,J01,J,cefpiramide,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD12,J01DD,J01D,J01,J,cefoperazone,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD13,J01DD,J01D,J01,J,cefpodoxime,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD14,J01DD,J01D,J01,J,ceftibuten,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD15,J01DD,J01D,J01,J,cefdinir,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD16,J01DD,J01D,J01,J,cefditoren,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD17,J01DD,J01D,J01,J,cefcapene,Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD51,J01DD,J01D,J01,J,"cefotaxime, combinations",Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD52,J01DD,J01D,J01,J,"ceftazidime, combinations",Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD54,J01DD,J01D,J01,J,"ceftriaxone, combinations",Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01DD62,J01DD,J01D,J01,J,"cefoperazone, combinations",Third-generation cephalosporins,OTHER BETA-LACTAM ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
R05CB01,R05CB,R05C,R05,R,acetylcysteine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB02,R05CB,R05C,R05,R,bromhexine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB03,R05CB,R05C,R05,R,carbocisteine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB04,R05CB,R05C,R05,R,eprazinone,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB05,R05CB,R05C,R05,R,mesna,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB06,R05CB,R05C,R05,R,ambroxol,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB07,R05CB,R05C,R05,R,sobrerol,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB08,R05CB,R05C,R05,R,domiodol,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB09,R05CB,R05C,R05,R,letosteine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB10,R05CB,R05C,R05,R,combinations,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB11,R05CB,R05C,R05,R,stepronin,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB12,R05CB,R05C,R05,R,tiopronin,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB13,R05CB,R05C,R05,R,dornase alfa (desoxyribonuclease),Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB14,R05CB,R05C,R05,R,neltenexine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB15,R05CB,R05C,R05,R,erdosteine,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
R05CB16,R05CB,R05C,R05,R,mannitol,Mucolytics,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",COUGH AND COLD PREPARATIONS,RESPIRATORY SYSTEM
N02BG02,N02BG,N02B,N02,N,rimazolium,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG03,N02BG,N02B,N02,N,glafenine,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG04,N02BG,N02B,N02,N,floctafenine,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG05,N02BG,N02B,N02,N,viminol,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG06,N02BG,N02B,N02,N,nefopam,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG07,N02BG,N02B,N02,N,flupirtine,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG08,N02BG,N02B,N02,N,ziconotide,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG09,N02BG,N02B,N02,N,methoxyflurane,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
N02BG10,N02BG,N02B,N02,N,cannabinoids,Other analgesics and antipyretics,OTHER ANALGESICS AND ANTIPYRETICS,ANALGESICS,NERVOUS SYSTEM
V04CG01,V04CG,V04C,V04,V,cation exchange resins,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
V04CG02,V04CG,V04C,V04,V,betazole,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
V04CG03,V04CG,V04C,V04,V,histamine phosphate,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
V04CG04,V04CG,V04C,V04,V,pentagastrin,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
V04CG05,V04CG,V04C,V04,V,methylthioninium chloride,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
V04CG30,V04CG,V04C,V04,V,caffeine and sodium benzoate,Tests for gastric secretion,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
D07AD01,D07AD,D07A,D07,D,clobetasol,"Corticosteroids, very potent (group IV)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
D07AD02,D07AD,D07A,D07,D,halcinonide,"Corticosteroids, very potent (group IV)","CORTICOSTEROIDS, PLAIN","CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",DERMATOLOGICALS
R03BA01,R03BA,R03B,R03,R,beclometasone,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA02,R03BA,R03B,R03,R,budesonide,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA03,R03BA,R03B,R03,R,flunisolide,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA04,R03BA,R03B,R03,R,betamethasone,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA05,R03BA,R03B,R03,R,fluticasone,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA06,R03BA,R03B,R03,R,triamcinolone,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA07,R03BA,R03B,R03,R,mometasone,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA08,R03BA,R03B,R03,R,ciclesonide,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
R03BA09,R03BA,R03B,R03,R,fluticasone furoate,Glucocorticoids,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,RESPIRATORY SYSTEM
J04AK01,J04AK,J04A,J04,J,pyrazinamide,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK02,J04AK,J04A,J04,J,ethambutol,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK03,J04AK,J04A,J04,J,terizidone,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK04,J04AK,J04A,J04,J,morinamide,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK05,J04AK,J04A,J04,J,bedaquiline,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK06,J04AK,J04A,J04,J,delamanid,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
J04AK07,J04AK,J04A,J04,J,thioacetazone,Other drugs for treatment of tuberculosis,DRUGS FOR TREATMENT OF TUBERCULOSIS,ANTIMYCOBACTERIALS,ANTIINFECTIVES FOR SYSTEMIC USE
G03XB01,G03XB,G03X,G03,G,mifepristone,Progesterone receptor modulators,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
G03XB02,G03XB,G03X,G03,G,ulipristal,Progesterone receptor modulators,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
G03XB51,G03XB,G03X,G03,G,"mifepristone, combinations",Progesterone receptor modulators,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,GENITO URINARY SYSTEM AND SEX HORMONES
V04CM01,V04CM,V04C,V04,V,gonadorelin,Tests for fertility disturbances,OTHER DIAGNOSTIC AGENTS,DIAGNOSTIC AGENTS,VARIOUS
N05AC01,N05AC,N05A,N05,N,periciazine,Phenothiazines with piperidine structure,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AC02,N05AC,N05A,N05,N,thioridazine,Phenothiazines with piperidine structure,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AC03,N05AC,N05A,N05,N,mesoridazine,Phenothiazines with piperidine structure,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N05AC04,N05AC,N05A,N05,N,pipotiazine,Phenothiazines with piperidine structure,ANTIPSYCHOTICS,PSYCHOLEPTICS,NERVOUS SYSTEM
N04AA01,N04AA,N04A,N04,N,trihexyphenidyl,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA02,N04AA,N04A,N04,N,biperiden,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA03,N04AA,N04A,N04,N,metixene,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA04,N04AA,N04A,N04,N,procyclidine,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA05,N04AA,N04A,N04,N,profenamine,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA08,N04AA,N04A,N04,N,dexetimide,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA09,N04AA,N04A,N04,N,phenglutarimide,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA10,N04AA,N04A,N04,N,mazaticol,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA11,N04AA,N04A,N04,N,bornaprine,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
N04AA12,N04AA,N04A,N04,N,tropatepine,Tertiary amines,ANTICHOLINERGIC AGENTS,ANTI-PARKINSON DRUGS,NERVOUS SYSTEM
V06DC01,V06DC,V06D,V06,V,glucose,Carbohydrates,OTHER NUTRIENTS,GENERAL NUTRIENTS,VARIOUS
V06DC02,V06DC,V06D,V06,V,fructose,Carbohydrates,OTHER NUTRIENTS,GENERAL NUTRIENTS,VARIOUS
B05CA01,B05CA,B05C,B05,B,cetylpyridinium,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA02,B05CA,B05C,B05,B,chlorhexidine,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA03,B05CA,B05C,B05,B,nitrofural,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA04,B05CA,B05C,B05,B,sulfamethizole,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA05,B05CA,B05C,B05,B,taurolidine,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA06,B05CA,B05C,B05,B,mandelic acid,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA07,B05CA,B05C,B05,B,noxytiolin,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA08,B05CA,B05C,B05,B,ethacridine lactate,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA09,B05CA,B05C,B05,B,neomycin,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
B05CA10,B05CA,B05C,B05,B,combinations,Antiinfectives,IRRIGATING SOLUTIONS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,BLOOD AND BLOOD FORMING ORGANS
J01XD01,J01XD,J01X,J01,J,metronidazole,Imidazole derivatives,OTHER ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01XD02,J01XD,J01X,J01,J,tinidazole,Imidazole derivatives,OTHER ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
J01XD03,J01XD,J01X,J01,J,ornidazole,Imidazole derivatives,OTHER ANTIBACTERIALS,ANTIBACTERIALS FOR SYSTEMIC USE,ANTIINFECTIVES FOR SYSTEMIC USE
A04AA01,A04AA,A04A,A04,A,ondansetron,Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
A04AA02,A04AA,A04A,A04,A,granisetron,Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
A04AA03,A04AA,A04A,A04,A,tropisetron,Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
A04AA04,A04AA,A04A,A04,A,dolasetron,Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
A04AA05,A04AA,A04A,A04,A,palonosetron,Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
A04AA55,A04AA,A04A,A04,A,"palonosetron, combinations",Serotonin (5HT3) antagonists,ANTIEMETICS AND ANTINAUSEANTS,ANTIEMETICS AND ANTINAUSEANTS,ALIMENTARY TRACT AND METABOLISM
J07BX01,J07BX,J07B,J07,J,"smallpox, live attenuated",Other viral vaccines,VIRAL VACCINES,VACCINES,ANTIINFECTIVES FOR SYSTEMIC USE
D06BX01,D06BX,D06B,D06,D,metronidazole,Other chemotherapeutics,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
D06BX02,D06BX,D06B,D06,D,ingenol mebutate,Other chemotherapeutics,CHEMOTHERAPEUTICS FOR TOPICAL USE,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,DERMATOLOGICALS
