"atc_code5","atc_desc5","atc_code1","atc_code2","atc_code3","atc_code4","atc_desc1","atc_desc2","atc_desc3","atc_desc4"
"G03CA06","chlorotrianisene","G","G03","G03C","G03CA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"G03CA07","estrone","G","G03","G03C","G03CA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"G03CA09","promestriene","G","G03","G03C","G03CA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"G03CA53","estradiol, combinations","G","G03","G03C","G03CA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"G03CA57","conjugated estrogens","G","G03","G03C","G03CA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","ESTROGENS","Natural and semisynthetic estrogens, plain"
"J01EC01","sulfamethoxazole","J","J01","J01E","J01EC","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Intermediate-acting sulfonamides"
"J01EC02","sulfadiazine","J","J01","J01E","J01EC","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Intermediate-acting sulfonamides"
"J01EC03","sulfamoxole","J","J01","J01E","J01EC","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Intermediate-acting sulfonamides"
"J01EC20","combinations","J","J01","J01E","J01EC","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Intermediate-acting sulfonamides"
"J01FA01","erythromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA02","spiramycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA03","midecamycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA05","oleandomycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA06","roxithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA07","josamycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA08","troleandomycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA09","clarithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA10","azithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA11","miocamycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA12","rokitamycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA13","dirithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA14","flurithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"J01FA15","telithromycin","J","J01","J01F","J01FA","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS","Macrolides"
"R01AD01","beclometasone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD02","prednisolone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD03","dexamethasone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD04","flunisolide","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD05","budesonide","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD06","betamethasone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD07","tixocortol","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD08","fluticasone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD09","mometasone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD11","triamcinolone","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD12","fluticasone furoate","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD13","ciclesonide","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD52","prednisolone, combinations","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD53","dexamethasone, combinations","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD57","tixocortol, combinations","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD58","fluticasone, combinations","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"R01AD60","hydrocortisone, combinations","R","R01","R01A","R01AD","RESPIRATORY SYSTEM","NASAL PREPARATIONS","DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE","Corticosteroids"
"G03XA01","danazol","G","G03","G03X","G03XA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","Antigonadotropins and similar agents"
"G03XA02","gestrinone","G","G03","G03X","G03XA","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","Antigonadotropins and similar agents"
"C04AD01","pentifylline","C","C04","C04A","C04AD","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Purine derivatives"
"C04AD02","xantinol nicotinate","C","C04","C04A","C04AD","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Purine derivatives"
"C04AD03","pentoxifylline","C","C04","C04A","C04AD","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Purine derivatives"
"C04AD04","etofylline nicotinate","C","C04","C04A","C04AD","CARDIOVASCULAR SYSTEM","PERIPHERAL VASODILATORS","PERIPHERAL VASODILATORS","Purine derivatives"
"C05BA01","organo-heparinoid","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"C05BA02","sodium apolate","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"C05BA03","heparin","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"C05BA04","pentosan polysulfate sodium","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"C05BA51","heparinoid, combinations","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"C05BA53","heparin, combinations","C","C05","C05B","C05BA","CARDIOVASCULAR SYSTEM","VASOPROTECTIVES","ANTIVARICOSE THERAPY","Heparins or heparinoids for topical use"
"J01CE01","benzylpenicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE02","phenoxymethylpenicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE03","propicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE04","azidocillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE05","pheneticillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE06","penamecillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE07","clometocillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01EB02","sulfamethizole","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01CE08","benzathine benzylpenicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE09","procaine benzylpenicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE10","benzathine phenoxymethylpenicillin","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"J01CE30","combinations","J","J01","J01C","J01CE","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","BETA-LACTAM ANTIBACTERIALS, PENICILLINS","Beta-lactamase sensitive penicillins"
"N04BC01","bromocriptine","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC02","pergolide","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC03","dihydroergocryptine mesylate","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC04","ropinirole","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC05","pramipexole","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC06","cabergoline","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC07","apomorphine","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC08","piribedil","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"N04BC09","rotigotine","N","N04","N04B","N04BC","NERVOUS SYSTEM","ANTI-PARKINSON DRUGS","DOPAMINERGIC AGENTS","Dopamine agonists"
"J01XX01","fosfomycin","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX02","xibornol","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX03","clofoctol","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX04","spectinomycin","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX05","methenamine","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX06","mandelic acid","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX07","nitroxoline","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX08","linezolid","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX09","daptomycin","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX10","bacitracin","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"J01XX11","tedizolid","J","J01","J01X","J01XX","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","OTHER ANTIBACTERIALS","Other antibacterials"
"G04CA01","alfuzosin","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA02","tamsulosin","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA03","terazosin","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA04","silodosin","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA51","alfuzosin and finasteride","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA52","tamsulosin and dutasteride","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G04CA53","tamsulosin and solifenacin","G","G04","G04C","G04CA","GENITO URINARY SYSTEM AND SEX HORMONES","UROLOGICALS","DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY","Alpha-adrenoreceptor antagonists"
"G02BA01","plastic IUD","G","G02","G02B","G02BA","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","CONTRACEPTIVES FOR TOPICAL USE","Intrauterine contraceptives"
"G02BA02","plastic IUD with copper","G","G02","G02B","G02BA","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","CONTRACEPTIVES FOR TOPICAL USE","Intrauterine contraceptives"
"G02BA03","plastic IUD with progestogen","G","G02","G02B","G02BA","GENITO URINARY SYSTEM AND SEX HORMONES","OTHER GYNECOLOGICALS","CONTRACEPTIVES FOR TOPICAL USE","Intrauterine contraceptives"
"G03GB01","cyclofenil","G","G03","G03G","G03GB","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GONADOTROPINS AND OTHER OVULATION STIMULANTS","Ovulation stimulants, synthetic"
"G03GB02","clomifene","G","G03","G03G","G03GB","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GONADOTROPINS AND OTHER OVULATION STIMULANTS","Ovulation stimulants, synthetic"
"G03GB03","epimestrol","G","G03","G03G","G03GB","GENITO URINARY SYSTEM AND SEX HORMONES","SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM","GONADOTROPINS AND OTHER OVULATION STIMULANTS","Ovulation stimulants, synthetic"
"M04AA01","allopurinol","M","M04","M04A","M04AA","MUSCULO-SKELETAL SYSTEM","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","Preparations inhibiting uric acid production"
"M04AA02","tisopurine","M","M04","M04A","M04AA","MUSCULO-SKELETAL SYSTEM","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","Preparations inhibiting uric acid production"
"M04AA03","febuxostat","M","M04","M04A","M04AA","MUSCULO-SKELETAL SYSTEM","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","Preparations inhibiting uric acid production"
"M04AA51","allopurinol, combinations","M","M04","M04A","M04AA","MUSCULO-SKELETAL SYSTEM","ANTIGOUT PREPARATIONS","ANTIGOUT PREPARATIONS","Preparations inhibiting uric acid production"
"B05BC01","mannitol","B","B05","B05B","B05BC","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions producing osmotic diuresis"
"B05BC02","carbamide","B","B05","B05B","B05BC","BLOOD AND BLOOD FORMING ORGANS","BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","I.V. SOLUTIONS","Solutions producing osmotic diuresis"
"J01EB01","sulfaisodimidine","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB03","sulfadimidine","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB04","sulfapyridine","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB05","sulfafurazole","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB06","sulfanilamide","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB07","sulfathiazole","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB08","sulfathiourea","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J01EB20","combinations","J","J01","J01E","J01EB","ANTIINFECTIVES FOR SYSTEMIC USE","ANTIBACTERIALS FOR SYSTEMIC USE","SULFONAMIDES AND TRIMETHOPRIM","Short-acting sulfonamides"
"J07BA01","encephalitis, tick borne, inactivated, whole virus","J","J07","J07B","J07BA","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Encephalitis vaccines"
"J07BA02","encephalitis, Japanese, inactivated, whole virus","J","J07","J07B","J07BA","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Encephalitis vaccines"
"J07BA03","encephalitis, Japanese, live attenuated","J","J07","J07B","J07BA","ANTIINFECTIVES FOR SYSTEMIC USE","VACCINES","VIRAL VACCINES","Encephalitis vaccines"
"L01BA01","methotrexate","L","L01","L01B","L01BA","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"L01BA03","raltitrexed","L","L01","L01B","L01BA","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"L01BA04","pemetrexed","L","L01","L01B","L01BA","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"L01BA05","pralatrexate","L","L01","L01B","L01BA","ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS","ANTINEOPLASTIC AGENTS","ANTIMETABOLITES","Folic acid analogues"
"N06DA01","tacrine","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA02","donepezil","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA03","rivastigmine","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA04","galantamine","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA05","ipidacrine","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA52","donepezil and memantine","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N06DA53","donepezil, memantine and Ginkgo folium","N","N06","N06D","N06DA","NERVOUS SYSTEM","PSYCHOANALEPTICS","ANTI-DEMENTIA DRUGS","Anticholinesterases"
"N02CX01","pizotifen","N","N02","N02C","N02CX","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"N02CX02","clonidine","N","N02","N02C","N02CX","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"N02CX03","iprazochrome","N","N02","N02C","N02CX","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"N02CX05","dimetotiazine","N","N02","N02C","N02CX","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"N02CX06","oxetorone","N","N02","N02C","N02CX","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Other antimigraine preparations"
"N02CA01","dihydroergotamine","N","N02","N02C","N02CA","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Ergot alkaloids"
"N02CA02","ergotamine","N","N02","N02C","N02CA","NERVOUS SYSTEM","ANALGESICS","ANTIMIGRAINE PREPARATIONS","Ergot alkaloids"
